FID_Ottawa,addr_city,addr_house,addr_postc,addr_stree,Title,phone,shoptype,website,FID_Otta_1,flag,ONS_ID,NeighName,POPEST,Address,Longitude,Latitude
11,Nepean,1460,K2E 5P2,Merivale Road,Loblaws,-6839,Supermarkets and traditional formats,https://www.loblaws.ca/store-locator/details/1082,19,0,950,Skyline - Fisher Heights,4373,"1460 Merivale Road, Nepean,K2E 5P2",-75.73542985,45.36192364
79,Ottawa,1366,K2C 3Z4,Clyde Avenue,Quickie,-2400,Convenience stores and gas stations,https://www.quickiestores.com/,20,1,28,Civic Hospital-Central Park,10980,"1366 Clyde Avenue, Ottawa,K2C 3Z4",-75.74083435,45.36219324
475,Ottawa,1460,K2B 6S1,Richmond Road,Shoppers Drug Mart,-1717,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/642,70,0,906,Britannia Village,6543,"1460 Richmond Road, Ottawa,K2B 6S1",-75.78972996,45.36276964
392,Nepean,1119,K2E 6J5,Meadowlands Drive East,Sunmax Supermarket,-9704,Convenience stores and gas stations,Not available,106,0,941,Parkwood Hills - Stewart Farm,5234,"1119 Meadowlands Drive East, Nepean,K2E 6J5",-75.71221374,45.36285384
8,Ottawa,1493,K2B 6R9,Richmond Road,Farm Boy,-4182,Supermarkets and traditional formats,https://www.farmboy.ca/stores/britannia/,70,0,906,Britannia Village,6543,"1493 Richmond Road, Ottawa,K2B 6R9",-75.79155226,45.36294664
335,Ottawa,361,K2B 5V2,Poulin Ave,Quickie,-6514,Convenience stores and gas stations,https://www.quickiestores.com/,70,0,906,Britannia Village,6543,"361 Poulin Ave, Ottawa,K2B 5V2",-75.79167996,45.36300794
35,Ottawa,1375,K2C 3G1,Baseline Road,Walmart Supercentre,-3500,Mass merchandisers / club stores,https://www.walmart.ca/en/stores-near-me/ottawa-sw-on-1110,20,1,28,Civic Hospital-Central Park,10980,"1375 Baseline Road, Ottawa,K2C 3G1",-75.73861745,45.36383704
310,Ottawa,2100,"K1T 3S4
",Hunt Club Road,Circle K,-9708,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/2100-hunt-club-rd/0852527?utm_source=google&utm_medium=local&utm_campaign=google-local,24,1,45,Greenboro East,10722,"2100 Hunt Club Road, Ottawa,K1T 3S4
",-75.62017231,45.36408055
172,Ottawa,25,K1T 2 J7,Tapiola Crescent,Super Convenience Mart,-2942,Convenience stores and gas stations,Not available,43,1,97,South Keys - Greenboro West,4221,"25 Tapiola Crescent, Ottawa,K1T 2 J7",-75.64680432,45.36419595
492,Ottawa,2529,K2B 7H6,Carling Ave,Rexall,-6052,Drugstores,https://www.rexall.ca/storelocator/store/1362,70,0,906,Britannia Village,6543,"2529 Carling Ave, Ottawa,K2B 7H6",-75.78480325,45.36429775
26,Ottawa,1386,K2B 8L4,Richmond Road,Quickie,-1636,Convenience stores and gas stations,https://www.quickiestores.com/,70,0,906,Britannia Village,6543,"1386 Richmond Road, Ottawa,K2B 8L4",-75.78778486,45.36510704
324,Ottawa,2525,K2B 7Z2,Carling Avenue,Metro,+1 613-828-3251,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/274,70,0,906,Britannia Village,6543,"2525 Carling Avenue, Ottawa,K2B 7Z2",-75.78570916,45.36531504
262,Ottawa,888,K2C 3R2,Meadowlands Drive,Food Village,16132281026,Convenience stores and gas stations,Not Available,11,1,16,Carleton Heights - Rideauview,6852,"888 Meadowlands Drive, Ottawa,K2C 3R2",-75.70232754,45.36693315
276,Ottawa,2361,K2B 7G7,Carling Avenue,Hasty Market,13439963179,Convenience stores and gas stations,http://hastymarketcorp.com/,14,0,910,Carlingwood West - Glabar Park - McKellar Heights,8773,"2361 Carling Avenue, Ottawa,K2B 7G7",-75.77906836,45.36720034
457,Ottawa,888,K2C 3R2,Meadowlands Drive,Shoppers Drug Mart,-7041,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/626,11,1,16,Carleton Heights - Rideauview,6852,"888 Meadowlands Drive, Ottawa,K2C 3R2",-75.70156484,45.36723475
288,Ottawa,2238,K2B 7G1,Carling Avenue,Shell Select,-5094,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052991-carling-ave-woodroffe,48,1,106,Whitehaven - Queensway Terrace North,11614,"2238 Carling Avenue, Ottawa,K2B 7G1",-75.77325766,45.36841514
36,Ottawa,1440,K2C 1N6,Prince Of Wales Drive,Shell Select,-7046,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10053378-prince-wales-meadowlands,11,1,16,Carleton Heights - Rideauview,6852,"1440 Prince Of Wales Drive, Ottawa,K2C 1N6",-75.70175913,45.36849585
252,Ottawa,1430,K2C 1N4,Prince Of Wales Drive,Farmer's Pick,16132251240,Independent and specialty stores,http://www.farmerspick.ca/,11,1,16,Carleton Heights - Rideauview,6852,"1430 Prince Of Wales Drive, Ottawa,K2C 1N4",-75.70329274,45.36874164
68,Carlsbad Springs,6500,K0A 1K0,Russell Road,Carlsbad Variety,-1592,Convenience stores and gas stations,Not available,94,0,918,Edwards - Carlsbad Springs,3461,"6500 Russell Road, Carlsbad Springs,K0A 1K0",-75.45569025,45.36897225
377,Ottawa,4,K1V 7Y6,Lorry Greenberg Drive,Alameh,-2834,Independent and specialty stores,https://ameer-grocery-and-meat-shop.business.site/?m=true,54,1,50,Hunt Club Park,8566,"4 Lorry Greenberg Drive, Ottawa,K1V 7Y6",-75.62095711,45.36912735
332,Ottawa,4,K1G 5H6,Lorry Greenberg Drive,Quickie,-9844,Convenience stores and gas stations,https://www.quickiestores.com/,54,1,50,Hunt Club Park,8566,"4 Lorry Greenberg Drive, Ottawa,K1G 5H6",-75.62089241,45.36916585
248,Ottawa,2249,K2B 7E9,Carling Avenue,Morrocan Market Centre,16135960000,Independent and specialty stores,Not Available,14,0,910,Carlingwood West - Glabar Park - McKellar Heights,8773,"2249 Carling Avenue, Ottawa,K2B 7E9",-75.77423206,45.36921654
259,Ottawa,2148,K2A 1H1,Carling Avenue,Bulk Barn,-8272,Independent and specialty stores,https://www.bulkbarn.ca/home-en/index_deals.html,14,0,910,Carlingwood West - Glabar Park - McKellar Heights,8773,"2148 Carling Avenue, Ottawa,K2A 1H1",-75.76879356,45.36929704
447,Ottawa,2148,K2A 1H1,Carling Avenue,Shoppers Drug Mart,-11327,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/622,14,0,910,Carlingwood West - Glabar Park - McKellar Heights,8773,"2148 Carling Avenue, Ottawa,K2A 1H1",-75.76832086,45.36961384
441,Ottawa,1180,K1V 2M5,Walkley Road,Shoppers Drug Mart,-4693,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/620,62,0,927,Hunt Club Woods - Quintarra - Revelstoke,5953,"1180 Walkley Road, Ottawa,K1V 2M5",-75.66362312,45.36980065
297,Ottawa,1838,K1V 7Y6,Bank Street,Savannah Afro Caribbean Products,16137317878,Independent and specialty stores,Not Available,6,0,903,Billings Bridge - Alta Vista,12653,"1838 Bank Street, Ottawa,K1V 7Y6",-75.66465442,45.37039355
272,Ottawa,2681,K1V 7T5,Alta Vista Drive,Your Independent Grocer,-3656,Supermarkets and traditional formats,https://www.yourindependentgrocer.ca/store-locator/details/0450,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"2681 Alta Vista Drive, Ottawa,K1V 7T5",-75.66302822,45.37227125
22,Ottawa,2085,K2A 1H2,Carling Avenue,Loblaws,-4561,Supermarkets and traditional formats,https://www.loblaws.ca/store-locator/details/1132,13,0,931,Laurentian,9654,"2085 Carling Avenue, Ottawa,K2A 1H2",-75.76781606,45.37243604
40,Ottawa,1435,K1Z 8L3,Caldwell Avenue,Quickie,-10253,Convenience stores and gas stations,https://www.quickiestores.com/,12,1,18,Carlington,10099,"1435 Caldwell Avenue, Ottawa,K1Z 8L3",-75.73489895,45.37283045
216,Ottawa,2925,K1V 9A8,Albion Road North,Alta Juba Supermarket,-11241,Convenience stores and gas stations,Not avaliable,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"2925 Albion Road North, Ottawa,K1V 9A8",-75.65368972,45.37332405
493,Ottawa,2121,K2A 1H2,Carling Ave,Rexall,-5922,Drugstores,https://www.rexall.ca/storelocator/store/1487,13,0,931,Laurentian,9654,"2121 Carling Ave, Ottawa,K2A 1H2",-75.76904995,45.37336425
333,Ottawa,1420,K1V 6P5,Walkley Road,Circle K,-10345,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1420-walkley-road/0800487?utm_source=google&utm_medium=local&utm_campaign=google-local,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"1420 Walkley Road, Ottawa,K1V 6P5",-75.65360322,45.37356995
233,Ottawa,1753,K1V 7Z4,Bank Street,New Middleast Market,16135263423,Convenience stores and gas stations,Not Available,6,0,903,Billings Bridge - Alta Vista,12653,"1753 Bank Street, Ottawa,K1V 7Z4",-75.66447652,45.37370615
242,Ramsayville,3500,K0A 2Y0,Hawthorne Road,Easyday Convenience,Not Available,Convenience stores and gas stations,Not Available,54,1,50,Hunt Club Park,8566,"3500 Hawthorne Road, Ramsayville,K0A 2Y0",-75.5981437,45.37440975
305,Ottawa,3467,K1G 4G2,Hawthorne Road,Ultramar,-9422,Convenience stores and gas stations,https://www.ontherunstores.com/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,55,0,917,East Industrial,2084,"3467 Hawthorne Road, Ottawa,K1G 4G2",-75.5969486,45.37479105
330,Ottawa,1859,K2A 1E4,Carling Avenue,Circle K,-4574,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1859-carling-ave/0852428?utm_source=google&utm_medium=local&utm_campaign=google-local,13,0,931,Laurentian,9654,"1859 Carling Avenue, Ottawa,K2A 1E4",-75.75738355,45.37645904
173,Ottawa,1620,K1V 6P5,Walkley Road,Geeland International Grocery,16136804282,Independent and specialty stores,https://geeland-international-grocery.business.site/?utm_source=googlemybusiness&utm_medium=referral,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"1620 Walkley Road, Ottawa,K1V 6P5",-75.64502532,45.37737805
76,Ottawa,1600,K1V 7Y6,Bank Street,Circle K,-2793,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1600-bank-st/0852384?utm_source=google&utm_medium=local&utm_campaign=google-local,6,0,903,Billings Bridge - Alta Vista,12653,"1600 Bank Street, Ottawa,K1V 7Y6",-75.66742053,45.37750235
496,Ottawa,1725,K1V 2P6,Walkley Road,Rexall,-11175,Drugstores,https://www.rexall.ca/storelocator/store/2014,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"1725 Walkley Road, Ottawa,K1V 2P6",-75.64619814,45.37775127
348,Ottawa,1176,K1V 6B2.,Heron Road,Canadian Tire Gas+,-4022,Convenience stores and gas stations,http://gasplus.canadiantire.ca/,6,0,903,Billings Bridge - Alta Vista,12653,"1176 Heron Road, Ottawa,K1V 6B2.",-75.66911383,45.37799295
331,Ottawa,1025,K1Z 6A6,Merivale Road,Circle K,-7815,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1025-merivale-rd/0868048?utm_source=google&utm_medium=local&utm_campaign=google-local,12,1,18,Carlington,10099,"1025 Merivale Road, Ottawa,K1Z 6A6",-75.73287995,45.37901415
462,Ottawa,1582,K1H 7Z5,Bank Street,Shoppers Drug Mart,-10151,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1527,6,0,903,Billings Bridge - Alta Vista,12653,"1582 Bank Street, Ottawa,K1H 7Z5",-75.66889213,45.37927675
7,Ottawa,1670,K1V 0C2,Heron Road,Food Basics,+1(613) 731-0066,Supermarkets and traditional formats,http://www.foodbasics.ca/,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"1670 Heron Road, Ottawa,K1V 0C2",-75.64321372,45.37936715
185,Ottawa,1780,K1V 6A1,Heron Road,Quickie,-10357,Convenience stores and gas stations,https://www.quickiestores.com/,32,0,932,Ledbury - Heron Gate - Ridgemont,13903,"1780 Heron Road, Ottawa,K1V 6A1",-75.63998101,45.38020285
33,Ottawa,1224,K1Z 7Z4,Shillington Avenue,King Confectionary,16137226710,Convenience stores and gas stations,Not Available,12,1,18,Carlington,10099,"1224 Shillington Avenue, Ottawa,K1Z 7Z4",-75.72833624,45.38058155
63,Ottawa,1607,K2A 1C4,Carling Avenue,Shell Select,-7218,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10053146-carling-ave-churchill,47,0,958,Westboro,10558,"1607 Carling Avenue, Ottawa,K2A 1C4",-75.74749675,45.38069914
145,Ottawa,962,K1Z 6A2,Merivale Road,Shell Select,-4575,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052899-merivale-rd-woodward,12,1,18,Carlington,10099,"962 Merivale Road, Ottawa,K1Z 6A2",-75.73362335,45.38108355
271,Ottawa,1500,K1H 7Z1,Bank Street,Farm Boy,-8550,Supermarkets and traditional formats,https://www.farmboy.ca/stores/blue-heron/,6,0,903,Billings Bridge - Alta Vista,12653,"1500 Bank Street, Ottawa,K1H 7Z1",-75.67026853,45.38141995
296,Ottawa,1499,K1H 8E8,Clémentine Boulevard,A&M Confectionary,-10347,Convenience stores and gas stations,Not available,6,0,903,Billings Bridge - Alta Vista,12653,"1499 Clémentine Boulevard, Ottawa,K1H 8E8",-75.67389963,45.38281605
169,Ottawa,1970,K1H 1W1,Walkley Road,Circle K,-10223,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1970-walkley-rd/0852723?utm_source=google&utm_medium=local&utm_campaign=google-local,43,1,97,South Keys - Greenboro West,4221,"1970 Walkley Road, Ottawa,K1H 1W1",-75.63071741,45.38297165
103,Ottawa,3199,K1G 3V8,Hawthorne Road,Ultramar,-10179,Convenience stores and gas stations,https://www.ultramar.ca/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,55,0,917,East Industrial,2084,"3199 Hawthorne Road, Ottawa,K1G 3V8",-75.6014958,45.38303605
116,Ottawa,1794,K2K 1X7,Dunrobin Road,MacEwan,-3255,Convenience stores and gas stations,https://macewen.ca/,98,1,35,Dunrobin,5569,"1794 Dunrobin Road, Ottawa,K2K 1X7",-75.96937402,45.38324144
497,Ottawa,2269,K1H 8K2,Riverside Dr,Rexall,-3632,Drugstores,https://www.rexall.ca/storelocator/store/1479?utm_source=G&utm_medium=LPM&utm_campaign=RexallPharmaPlus,6,0,903,Billings Bridge - Alta Vista,12653,"2269 Riverside Dr, Ottawa,K1H 8K2",-75.67854091,45.38507497
291,Ottawa,2277,K1H 7X6,Riverside Drive,Walmart Supercentre,-6021,Mass merchandisers / club stores,https://www.walmart.ca/en/stores-near-me/ottawa-c-1200,6,0,903,Billings Bridge - Alta Vista,12653,"2277 Riverside Drive, Ottawa,K1H 7X6",-75.67945083,45.38519355
21,Ottawa,848,K1Z 5Z4,Merivale Road,MF Foodmart,+1(613) 722-8528,Independent and specialty stores,http://www.mffoodmart.com/,12,1,18,Carlington,10099,"848 Merivale Road, Ottawa,K1Z 5Z4",-75.73267085,45.38527055
20,Ottawa,848,K1Z 5Z4,Merivale Road,La Tiendita,16137247762,Independent and specialty stores,http://latinproductsottawa.ca/,12,1,18,Carlington,10099,"848 Merivale Road, Ottawa,K1Z 5Z4",-75.73262795,45.38537755
293,Ottawa,2241,K1H 7X5,Riverside Drive,Your Independent Grocer,-2937,Supermarkets and traditional formats,https://www.yourindependentgrocer.ca/store-locator/details/1619,6,0,903,Billings Bridge - Alta Vista,12653,"2241 Riverside Drive, Ottawa,K1H 7X5",-75.67644813,45.38586555
484,Ottawa,1415,K1Z 7L6,Carling Avenue,Rexall,-1716,Drugstores,https://www.rexall.ca/storelocator/store/2006,47,0,958,Westboro,10558,"1415 Carling Avenue, Ottawa,K1Z 7L6",-75.74044765,45.38610825
474,Ottawa,1309,K1Z 7L3,Carling Avenue,Shoppers Drug Mart,-5611,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/628,20,1,28,Civic Hospital-Central Park,10980,"1309 Carling Avenue, Ottawa,K1Z 7L3",-75.73518875,45.38625005
19,Ottawa,667,K1Z 7L6,Kirkwood Avenue,Food Basics,+1(613) 722-7412,Supermarkets and traditional formats,http://www.foodbasics.ca/,47,0,958,Westboro,10558,"667 Kirkwood Avenue, Ottawa,K1Z 7L6",-75.73887265,45.38639665
292,Ottawa,2269,"K1H 1A1
",Riverside Drive,Bulk Barn,-4223,Independent and specialty stores,https://www.bulkbarn.ca/home-en/index_deals.html,6,0,903,Billings Bridge - Alta Vista,12653,"2269 Riverside Drive, Ottawa,K1H 1A1
",-75.67551743,45.38671905
432,Ottawa,1793,K1H 6N2,Kilborn Avenue,Cedars & Co Food Market,-7560,Independent and specialty stores,Not available,37,1,87,Playfair Park - Lynda Park - Guildwood Estates,5945,"1793 Kilborn Avenue, Ottawa,K1H 6N2",-75.64518552,45.38805475
198,Ottawa,2201,K1H 8K9,Riverside Drive,Bambeeno's Tuckshop,+1-(613) 523-0606,Convenience stores and gas stations,Not available,6,0,903,Billings Bridge - Alta Vista,12653,"2201 Riverside Drive, Ottawa,K1H 8K9",-75.67464983,45.38832185
84,Ottawa,2232,K1G 1B2,St-Laurent Boulevard,Shell Select,-2925,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052752-st-laurent-blvd-walkley,56,0,919,Elmvale - Canterbury,11540,"2232 St-Laurent Boulevard, Ottawa,K1G 1B2",-75.61841681,45.38906105
339,Ottawa,557,K1Z 5X3,Kirkwood Avenue,Al Kalaa ha lal meat,-5161,Independent and specialty stores,Not available,47,0,958,Westboro,10558,"557 Kirkwood Avenue, Ottawa,K1Z 5X3",-75.74289525,45.38916645
15,Ottawa,2261,K1G 3G8,Walkley Road,Metro,-7132,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/283,56,0,919,Elmvale - Canterbury,11540,"2261 Walkley Road, Ottawa,K1G 3G8",-75.61928021,45.38947455
187,Ottawa,2213,K1G 2H5,Arch Street,Circle K,-2195,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/2213-arch-st/0801389?utm_source=google&utm_medium=local&utm_campaign=google-local,56,0,919,Elmvale - Canterbury,11540,"2213 Arch Street, Ottawa,K1G 2H5",-75.63035051,45.38953865
477,Ottawa,410,K2A 4C4,Richmond Road,Shoppers Drug Mart,-6948,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1396,13,0,931,Laurentian,9654,"410 Richmond Road, Ottawa,K2A 4C4",-75.75700886,45.39036005
82,Ottawa,1255,K1S 3Y2,Bank Street,Cedars & Co. Food Market,-3697,Independent and specialty stores,Not available,72,1,83,Old Ottawa South,6635,"1255 Bank Street, Ottawa,K1S 3Y2",-75.67986623,45.39099955
83,Ottawa,1166,"K1S 3X7
",Bank Street,Quickie,-2455,Convenience stores and gas stations,https://www.quickiestores.com/,72,1,83,Old Ottawa South,6635,"1166 Bank Street, Ottawa,K1S 3X7
",-75.68255673,45.39243505
30,Ottawa,256,K1Z 6W9,Richmond Road,Circle K,-2962,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/256-richmond-rd/0801279?utm_source=google&utm_medium=local&utm_campaign=google-local,47,0,958,Westboro,10558,"256 Richmond Road, Ottawa,K1Z 6W9",-75.75037575,45.39339595
443,Ottawa,1080,K1S 3X3,Bank Street,Shoppers Drug Mart,-10675,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1463,72,1,83,Old Ottawa South,6635,"1080 Bank Street, Ottawa,K1S 3X3",-75.68389533,45.39431905
18,Ottawa,190,K1Z 6W6,Richmond Road,Real Canadian Superstore,-7224,Supermarkets and traditional formats,https://www.realcanadiansuperstore.ca/store-locator/details/1009,47,0,958,Westboro,10558,"190 Richmond Road, Ottawa,K1Z 6W6",-75.74751785,45.39441605
86,Ottawa,1016,K1G 2A1,Pleasant Park Road,Ainee's Convenience Store,-9601,Convenience stores and gas stations,Not available,56,0,919,Elmvale - Canterbury,11540,"1016 Pleasant Park Road, Ottawa,K1G 2A1",-75.62240501,45.39519205
290,Ottawa,1034,K1G 2A1,Pleasant Park Road,Quickie,-2330,Convenience stores and gas stations,https://www.quickiestores.com/,56,0,919,Elmvale - Canterbury,11540,"1034 Pleasant Park Road, Ottawa,K1G 2A1",-75.62162241,45.39535555
363,Ottawa,943,K1Y 4E3,Carling Ave,Divorsia Market,-5291,Independent and specialty stores,Not Available,46,0,957,West Centretown,9856,"943 Carling Ave, Ottawa,K1Y 4E3",-75.71354514,45.39545645
362,Ottawa,111,K1Y 3V1,Sherwood Drive,Sherwood Market & Deli,16137296011,Convenience stores and gas stations,Not Available,46,0,957,West Centretown,9856,"111 Sherwood Drive, Ottawa,K1Y 3V1",-75.71342274,45.39612625
364,Ottawa,317,K1Z 8P4,McRae Avenue,Farm Boy,-8634,Supermarkets and traditional formats,https://www.farmboy.ca/stores/westboro/,47,0,958,Westboro,10558,"317 McRae Avenue, Ottawa,K1Z 8P4",-75.74993165,45.39621015
182,Ottawa,1910, K1G 1A4,St-Laurent Boulevard,Your Independent Grocer,-2013,Supermarkets and traditional formats,https://www.yourindependentgrocer.ca/store-locator/details/4428,56,0,919,Elmvale - Canterbury,11540,"1910 St-Laurent Boulevard, Ottawa, K1G 1A4",-75.62415281,45.39812555
27,Ottawa,345,K1Y 0K3,Carleton Avenue,Metro,-4402,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/275,30,1,55,Island Park - Wellington Village,5339,"345 Carleton Avenue, Ottawa,K1Y 0K3",-75.74051385,45.39840245
352,Ottawa,951,K1S 3W7,Bank Street,Whole Foods Market,-8327,Independent and specialty stores,https://www.wholefoodsmarket.com/stores/lansdownepark?utm_source=google&utm_medium=organic&utm_campaign=listings,23,0,923,Glebe - Dows Lake,12193,"951 Bank Street, Ottawa,K1S 3W7",-75.68549043,45.39938785
365,Ottawa,1263,K1Y 3A6,Wellington Street West,Eksess Store,16137227778,Convenience stores and gas stations,https://www.eksess.ca/,30,1,55,Island Park - Wellington Village,5339,"1263 Wellington Street West, Ottawa,K1Y 3A6",-75.73354525,45.39950785
495,Ottawa,1910,K1G 1A4,St. Laurent Blvd.,Rexall,-5919,Drugstores,https://www.rexall.ca/storelocator/store/414,56,0,919,Elmvale - Canterbury,11540,"1910 St. Laurent Blvd., Ottawa,K1G 1A4",-75.6249813,45.39976435
204,Ottawa,1990,K1G 4J6,Russell Road,Shafie Food Centre,16135231980,Convenience stores and gas stations,http://shafiefoodcenter.ca/,56,0,919,Elmvale - Canterbury,11540,"1990 Russell Road, Ottawa,K1G 4J6",-75.62402991,45.40075385
31,Ottawa,390,K1Y 1G6,Parkdale Avenue,Neighbours Coffee,-2432,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/390-parkdale-ave-ottawa?utm_source=G&utm_medium=lpm&utm_campaign=suncor,26,1,47,Hintonburg - Mechanicsville,9368,"390 Parkdale Avenue, Ottawa,K1Y 1G6",-75.72963285,45.40091505
225,Ottawa,1785,K1G 3T7,Frobisher Lane,Bashayer Convenience,-3257,Convenience stores and gas stations,Not available,109,0,947,Riverview,6297,"1785 Frobisher Lane, Ottawa,K1G 3T7",-75.66549013,45.40124445
155,Ottawa,344,K1S 4K4,Bell Street South,Abbas Grocery,-8317,Convenience stores and gas stations,Not available,23,0,923,Glebe - Dows Lake,12193,"344 Bell Street South, Ottawa,K1S 4K4",-75.70337974,45.40208395
154,Ottawa,315,K1S 2A6,Powell Avenue,Hogan's Food Store,16132352082,Convenience stores and gas stations,Not Available,23,0,923,Glebe - Dows Lake,12193,"315 Powell Avenue, Ottawa,K1S 2A6",-75.70170574,45.40221945
337,Ottawa,1101,K1Y 2Y4,Wellington Street West,Aljazeera Food Market,-7046,Independent and specialty stores,http://aljazeeraottawa.ca/,26,1,47,Hintonburg - Mechanicsville,9368,"1101 Wellington Street West, Ottawa,K1Y 2Y4",-75.72583835,45.40285805
478,Ottawa,778,K2S 3V6,Bank Street,Shoppers Drug Mart,-9433,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1539/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,23,0,923,Glebe - Dows Lake,12193,"778 Bank Street, Ottawa,K2S 3V6",-75.68866363,45.40325715
482,Ottawa,1620,K1Y 4S7,Scott Street,Rexall,-11211,Drugstores,https://www.rexall.ca/storelocator/store/1495,26,1,47,Hintonburg - Mechanicsville,9368,"1620 Scott Street, Ottawa,K1Y 4S7",-75.73362635,45.40336315
279,Ottawa,754,K1S 3V6,Bank Street,Metro,-10310,Supermarkets and traditional formats,https://www.metroglebe.com/,23,0,923,Glebe - Dows Lake,12193,"754 Bank Street, Ottawa,K1S 3V6",-75.68892063,45.40337835
156,Ottawa,655,K1S 4E7,Bronson Avenue,Quickie,-2798,Convenience stores and gas stations,https://www.quickiestores.com/,23,0,923,Glebe - Dows Lake,12193,"655 Bronson Avenue, Ottawa,K1S 4E7",-75.70080184,45.40344205
157,Ottawa,41,K1S 2J7,Third Avenue,OConnor Confectionary,16132325540,Convenience stores and gas stations,Not Available,23,0,923,Glebe - Dows Lake,12193,"41 Third Avenue, Ottawa,K1S 2J7",-75.68479733,45.40466805
64,Ottawa,1023,K1Y 2Y1,Wellington Street West,Circle K,-8831,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1023-wellington-street/0800404?utm_source=google&utm_medium=local&utm_campaign=google-local,26,1,47,Hintonburg - Mechanicsville,9368,"1023 Wellington Street West, Ottawa,K1Y 2Y1",-75.72402884,45.40482075
440,Ottawa,700,K1S 3V2,Bank Street,Shoppers Drug Mart,-4047,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1258,23,0,923,Glebe - Dows Lake,12193,"700 Bank Street, Ottawa,K1S 3V2",-75.68975734,45.40484255
66,Ottawa,255,K1Y 1G1,Parkdale Avenue,Quickie,-5045,Convenience stores and gas stations,https://www.quickiestores.com/,26,1,47,Hintonburg - Mechanicsville,9368,"255 Parkdale Avenue, Ottawa,K1Y 1G1",-75.73118695,45.40490345
368,Ottawa,1739,K1G 3S7,St-Laurent Boulevard,Afro-Caribbean Groceries,-10107,Independent and specialty stores,Not available,55,0,917,East Industrial,2084,"1739 St-Laurent Boulevard, Ottawa,K1G 3S7",-75.62601341,45.40542945
211,Ottawa,258,K1R 7N1,Rochester Street,Roma Confectionary,16132345001,Convenience stores and gas stations,Not Available,46,0,957,West Centretown,9856,"258 Rochester Street, Ottawa,K1R 7N1",-75.71036084,45.40601505
412,Ottawa,1711,K1G 3V4,St-Laurent Boulevard,Bienvenidos Latin Market,-8529,Independent and specialty stores,https://bienvenidos.ca/,55,0,917,East Industrial,2084,"1711 St-Laurent Boulevard, Ottawa,K1G 3V4",-75.62636711,45.40627396
95,Ottawa,163,K1R 7E1,Bell Street North,Quickie,-5902,Convenience stores and gas stations,https://www.quickiestores.com/,46,0,957,West Centretown,9856,"163 Bell Street North, Ottawa,K1R 7E1",-75.70566284,45.40673505
382,Ottawa,60,K1Y 2M8,Lyndale Avenue,Lyndale Corner Food Mart,-4113,Convenience stores and gas stations,https://lyndale-corner-food-mart.business.site/?utm_source=gmb&utm_medium=referral,26,1,47,Hintonburg - Mechanicsville,9368,"60 Lyndale Avenue, Ottawa,K1Y 2M8",-75.73086265,45.40717015
232,Ottawa,250,K1S 5V9,City Centre Avenue,Zero Waste grocery store,-1523,Independent and specialty stores,http://nugrocery.com/,46,0,957,West Centretown,9856,"250 City Centre Avenue, Ottawa,K1S 5V9",-75.71871994,45.40811285
